productId,primaryCategory,classificationCategory
5360113,contemporary-living,contemporary-living
5360160,contemporary-living,contemporary-living
5390111,contemporary-living,savvy-storage
5390121,contemporary-living,contemporary-living
5390122,contemporary-living,contemporary-living
5420221,urbanology,urbanology
5450128,family-spaces,family-spaces
5450148,family-spaces,family-spaces
5450167,family-spaces,family-spaces
5470411,urbanology,savvy-storage
5470460,urbanology,urban-loft
5490708,contemporary-living,contemporary-living
5560214,ottomans,traditional-living-room
5560215,living-room-chairs,living-room-chairs
5560223,living-room-chairs,traditional-living-room
5560235,loveseats,loveseats
5560238,sofas-and-couches,sofas-and-couches
5590121,vintage-casual,vintage-casual
5590135,loveseats,loveseats
5590138,sofas-and-couches,sofas-and-couches
5670105,family-spaces,family-spaces
5670107,family-spaces,family-spaces
5670119,family-spaces,family-spaces
5670140,family-spaces,family-spaces
5670141,family-spaces,family-spaces
5670146,family-spaces,family-spaces
5670147,family-spaces,power-sofas-loveseats-and-recliners
5670152,family-spaces,family-spaces
5670157,family-spaces,family-spaces
5670158,family-spaces,family-spaces
5670162,family-spaces,family-spaces
5670177,family-spaces,family-spaces
5670179,family-spaces,family-spaces
5670181,sofas-and-couches,sofas-and-couches
5670182,family-spaces,power-sofas-loveseats-and-recliners
5670186,loveseats,loveseats
5670197,family-spaces,family-spaces
5670305,family-spaces,family-spaces
5670307,family-spaces,family-spaces
5670319,family-spaces,family-spaces
5670340,family-spaces,family-spaces
5670341,family-spaces,family-spaces
5670346,family-spaces,family-spaces
5670347,family-spaces,power-sofas-loveseats-and-recliners
5670352,family-spaces,family-spaces
5670357,family-spaces,family-spaces
5670358,family-spaces,family-spaces
5670362,family-spaces,family-spaces
5670374,family-spaces,power-sofas-loveseats-and-recliners
5670377,family-spaces,family-spaces
5670381,sofas-and-couches,sofas-and-couches
5670382,family-spaces,power-sofas-loveseats-and-recliners
5670386,loveseats,loveseats
5680125,family-spaces,family-spaces
5680143,loveseats,loveseats
5680187,family-spaces,family-spaces
5680188,sofas-and-couches,sofas-and-couches
5680191,family-spaces,power-sofas-loveseats-and-recliners
5680198,,
5680198-Master,family-spaces,power-sofas-loveseats-and-recliners
5730060,bedroom-chairs,bedroom-chairs
5760314,ottomans,ottomans
5760320,living-room-chairs,traditional-living-room
5760335,loveseats,small-spaces-living-room
5760338,sofas-and-couches,traditional-living-room
5780205,family-spaces,family-spaces
5780207,family-spaces,family-spaces
5780219,family-spaces,family-spaces
5780240,family-spaces,family-spaces
5780241,family-spaces,family-spaces
5780246,family-spaces,family-spaces
5780252,family-spaces,family-spaces
5780257,family-spaces,family-spaces
5780277,family-spaces,family-spaces
5780281,sofas-and-couches,sofas-and-couches
5780286,loveseats,loveseats
5810015,vintage-casual,vintage-casual
5810021,vintage-casual,vintage-casual
5830028,family-spaces,family-spaces
5830077,family-spaces,family-spaces
5830089,sofas-and-couches,sofas-and-couches
5830094,loveseats,loveseats
5860225,contemporary-living,
5860325,contemporary-living,
5860425,contemporary-living,
5910214,contemporary-living,
5910220,contemporary-living,
5910235,,
5910235-Master,loveseats,loveseats
5910238,,
5910238-Master,sofas-and-couches,sofas-and-couches
5910239,,
5910239-Master,contemporary-living,sleeper-sofas
5910314,contemporary-living,
5910320,contemporary-living,
5910335,contemporary-living,contemporary-living
5910338,,
5910339,,
5910414,contemporary-living,
5910420,contemporary-living,
5910435,contemporary-living,contemporary-living
5910438,,
5910439,,
5910508,contemporary-living,man-cave-seating
5910514,contemporary-living,
5910516,contemporary-living,contemporary-living
5910517,contemporary-living,contemporary-living
5910520,contemporary-living,
5910535,,
5910538,,
5910539,,
5910566,contemporary-living,contemporary-living
5910567,contemporary-living,contemporary-living
5910569,contemporary-living,contemporary-living
5910570,contemporary-living,contemporary-living
5950225,,
5950325,,
60021210B,,
60021210L,,
60021220B,simmons-beautyrest-foundations,
60021220L,simmons-beautyrest-foundations,
60021230B,,
60021230L,,
60021250B,,
60021250B-Master,simmons-beautyrest-foundations,
60021250L,,
60021250L-Master,simmons-beautyrest-foundations,
6070125,family-spaces,family-spaces
6070174,loveseats,power-sofas-loveseats-and-recliners
6070186,loveseats,loveseats
6070187,sofas-and-couches,power-sofas-loveseats-and-recliners
6070188,sofas-and-couches,sofas-and-couches
6070198,family-spaces,power-sofas-loveseats-and-recliners
6070225,family-spaces,recliners
6070274,loveseats,power-sofas-loveseats-and-recliners
6070286,loveseats,loveseats
6070287,sofas-and-couches,power-sofas-loveseats-and-recliners
6070288,sofas-and-couches,sofas-and-couches
6070298,family-spaces,power-sofas-loveseats-and-recliners
6080414,contemporary-living,
6080418,,
6080418-Master,sofas-and-couches,sofas-and-couches
6080420,contemporary-living,
6080435,,
6080435-Master,loveseats,loveseats
6080514,contemporary-living,
6080520,contemporary-living,
6080535,,
6080538,sofas-and-couches,sofas-and-couches
6080539,sofas-and-couches,
6090516,family-spaces,family-spaces
6090517,family-spaces,family-spaces
6090519,family-spaces,family-spaces
6090540,family-spaces,family-spaces
6090541,family-spaces,family-spaces
6090546,family-spaces,family-spaces
6090557,family-spaces,family-spaces
6090577,family-spaces,family-spaces
6110214,vintage-casual,vintage-casual
6110220,vintage-casual,vintage-casual
6110235,loveseats,loveseats
6110238,sofas-and-couches,vintage-casual
6110239,vintage-casual,vintage-casual
6110314,vintage-casual,vintage-casual
6110320,vintage-casual,vintage-casual
6110335,loveseats,vintage-casual
6110338,sofas-and-couches,vintage-casual
6110339,vintage-casual,vintage-casual
611XX21,contemporary-living,contemporary-living
6140208,contemporary-living,contemporary-living
6140221,contemporary-living,contemporary-living
6150008,contemporary-living,contemporary-living
6150016,contemporary-living,contemporary-living
6150017,contemporary-living,contemporary-living
6150034,contemporary-living,contemporary-living
6150055,contemporary-living,contemporary-living
6150056,contemporary-living,contemporary-living
6150077,contemporary-living,contemporary-living
6160260,,
6160260-Master,vintage-casual,bedroom-chairs
6160360,,
6160460,,
6160660,,
6160860,,
6190005,family-spaces,family-spaces
6190025,family-spaces,family-spaces
6190049,family-spaces,family-spaces
6250121,vintage-casual,bedroom-chairs
6250135,loveseats,vintage-casual
6250138,sofas-and-couches,vintage-casual
6300335,loveseats,small-spaces-living-room
6300338,sofas-and-couches,traditional-living-room
630XX21,urbanology,contemporary-living-room
6310013,ottomans,ottomans
6310021,living-room-chairs,traditional-living-room
6330325,family-spaces,family-spaces
6330387,sofas-and-couches,power-sofas-loveseats-and-recliners
6330388,sofas-and-couches,sofas-and-couches
6330394,loveseats,loveseats
6330396,family-spaces,power-sofas-loveseats-and-recliners
6330398,family-spaces,family-spaces
6330425,family-spaces,family-spaces
6330487,sofas-and-couches,sofas-and-couches
6330488,sofas-and-couches,sofas-and-couches
6330494,loveseats,loveseats
6330496,family-spaces,power-sofas-loveseats-and-recliners
6330498,family-spaces,family-spaces
6340360,urbanology,contemporary-living-room
6340361,urbanology,contemporary-living-room
6370425,contemporary-living,contemporary-living
6370525,contemporary-living,contemporary-living
6430625,,
6460514,ottomans,ottomans
6460520,living-room-chairs,traditional-living-room
6460535,loveseats,loveseats
6460538,sofas-and-couches,sofas-and-couches
6470213,family-spaces,family-spaces
6470313,family-spaces,family-spaces
6480313,family-spaces,power-sofas-loveseats-and-recliners
6480314,family-spaces,power-sofas-loveseats-and-recliners
6480315,sofas-and-couches,sofas-and-couches
6480413,family-spaces,family-spaces
6480414,loveseats,loveseats
6480415,sofas-and-couches,sofas-and-couches
6490208,contemporary-living,contemporary-living
6490216,contemporary-living,contemporary-living
6490217,contemporary-living,contemporary-living
6490234,contemporary-living,contemporary-living
6490266,contemporary-living,contemporary-living
6490267,contemporary-living,contemporary-living
6490408,contemporary-living,contemporary-living
6490416,contemporary-living,contemporary-living
6490417,contemporary-living,contemporary-living
6490434,contemporary-living,contemporary-living
6490466,contemporary-living,contemporary-living
6490467,contemporary-living,contemporary-living
6510308,contemporary-living,contemporary-living
6510508,contemporary-living,contemporary-living
6520225,family-spaces,family-spaces
6520288,sofas-and-couches,sofas-and-couches
6520294,loveseats,loveseats
6550225,contemporary-living,contemporary-living
6550325,contemporary-living,contemporary-living
6560308,contemporary-living,modern-living-room
6560321,contemporary-living,contemporary-living
6560335,loveseats,small-spaces-living-room
6560338,sofas-and-couches,modern-living-room
6560339,contemporary-living,urban-loft
6570108,ottomans,ottomans
6630319,family-spaces,family-spaces
6630340,family-spaces,family-spaces
6630341,family-spaces,family-spaces
6630346,family-spaces,family-spaces
6630358,family-spaces,family-spaces
6630362,family-spaces,family-spaces
6630377,family-spaces,family-spaces
6660229,contemporary-living,contemporary-living
6660329,contemporary-living,contemporary-living
6730225,contemporary-living,
6730325,contemporary-living,
6730425,contemporary-living,
6740214,ottomans,ottomans
6740220,living-room-chairs,traditional-living-room
6740235,loveseats,small-spaces-living-room
6740238,sofas-and-couches,traditional-living-room
6840408,contemporary-living,contemporary-living
6840416,contemporary-living,contemporary-living
6840417,contemporary-living,contemporary-living
6840434,contemporary-living,contemporary-living
6840466,contemporary-living,contemporary-living
6840467,contemporary-living,contemporary-living
6870518,sofas-and-couches,
6890235,loveseats,loveseats
6890238,sofas-and-couches,sofas-and-couches
689XX21,contemporary-living,contemporary-living
6910314,contemporary-living,rustic-living-room
6910320,contemporary-living,fall
6910335,loveseats,fall
6910338,sofas-and-couches,sofas-and-couches
6910339,contemporary-living,fall
6920225,,
6920225-Master,contemporary-living,recliners
6920325,,
7060325,,
7060325-Master,contemporary-living,recliners
7060425,,
7080421,vintage-casual,vintage-casual
7130421,contemporary-living,contemporary-living
7130422,contemporary-living,contemporary-living-room
7140025,family-spaces,family-spaces
7140087,family-spaces,family-spaces
7140088,sofas-and-couches,sofas-and-couches
7140094,loveseats,loveseats
7140096,family-spaces,power-sofas-loveseats-and-recliners
7140098,family-spaces,power-sofas-loveseats-and-recliners
7180121,contemporary-living,contemporary-living
7210446,,
7210455,,
7210456,,
7210466,,
7210467,,
7250108,contemporary-living,
7250208,contemporary-living,
73010020M,simmons-beautyrest,simmons-beautyrest
73010030M,simmons-beautyrest,simmons-beautyrest
73010050M,simmons-beautyrest,simmons-beautyrest
73010060M,simmons-beautyrest,simmons-beautyrest
7340321,contemporary-living,floral
7340335,loveseats,small-spaces-living-room
7340338,sofas-and-couches,urban-loft
7340339,contemporary-living,urban-loft
7340360,contemporary-living,bedroom-chairs
7360613,family-spaces,power-sofas-loveseats-and-recliners
7360614,loveseats,power-sofas-loveseats-and-recliners
7360615,sofas-and-couches,power-sofas-loveseats-and-recliners
7410061,family-spaces,family-spaces
7410087,family-spaces,family-spaces
7410088,sofas-and-couches,sofas-and-couches
7410094,loveseats,loveseats
7410096,family-spaces,power-sofas-loveseats-and-recliners
7430341,family-spaces,
7430377,family-spaces,
7460212,contemporary-living,
7460312,contemporary-living,
7500014,,
7500014-Master,contemporary-living,ottomans
7500018,,
7500018-Master,sofas-and-couches,sofas-and-couches
7500020,,
7500020-Master,contemporary-living,living-room-chairs
7500025,,
7500025-Master,contemporary-living,recliners
7500035,,
7500035-Master,loveseats,loveseats
7500036,,
7500036-Master,contemporary-living,sleeper-sofas
7500038,,
7500038-Master,sofas-and-couches,sofas-and-couches
7500055,contemporary-living,contemporary-living
7500056,contemporary-living,contemporary-living
7500114,,
7500118,,
7500120,,
7500125,,
7500135,,
7500136,,
7500138,,
7500155,contemporary-living,contemporary-living
7500156,contemporary-living,contemporary-living
7500214,,
7500218,,
7500220,,
7500225,,
7500235,,
7500236,,
7500238,,
7500255,contemporary-living,contemporary-living
7500256,contemporary-living,contemporary-living
7500314,,
7500318,,
7500320,,
7500325,,
7500335,,
7500336,,
7500338,,
7500355,contemporary-living,contemporary-living
7500356,contemporary-living,contemporary-living
7500414,,
7500418,,
7500420,,
7500425,,
7500435,,
7500436,,
7500438,,
7500455,contemporary-living,contemporary-living
7500456,contemporary-living,contemporary-living
7500514,,
7500518,,
7500520,,
7500525,,
7500535,,
7500536,,
7500538,,
7500555,contemporary-living,contemporary-living
7500556,contemporary-living,contemporary-living
7500614,,
7500618,,
7500620,,
7500625,,
7500635,,
7500636,,
7500638,,
7500655,contemporary-living,contemporary-living
7500656,contemporary-living,contemporary-living
7510416,urbanology,urbanology
7510417,urbanology,urbanology
7510466,urbanology,urbanology
7510467,urbanology,urbanology
751XX08,urbanology,man-cave-seating
751XX21,urbanology,urbanology
7530313,contemporary-living,recliners
7530413,,
75307310M,,
75307320M,,
75307330M,,
75307350M,,
75307350M-Master,simmons-beautyrest,
75307360M,,
75307410M,,
75307420M,,
75307430M,,
75307450M,,
75307450M-Master,simmons-beautyrest,
75307460M,,
75307510M,,
75307520M,,
75307530M,,
75307550M,,
75307550M-Master,simmons-beautyrest,
75307560M,,
75307810M,,
75307820M,,
75307830M,,
75307850M,,
75307850M-Master,simmons-beautyrest,
75307860M,,
75307910M,,
75307920M,,
75307930M,,
75307950M,,
75307950M-Master,simmons-beautyrest,
75307960M,,
75308010M,,
75308020M,,
75308030M,,
75308050M,,
75308050M-Master,simmons-beautyrest,
75308060M,,
75308110M,,
75308120M,,
75308130M,,
75308150M,,
75308150M-Master,simmons-beautyrest,
75308160M,,
75308210M,,
75308220M,,
75308230M,,
75308250M,,
75308250M-Master,simmons-beautyrest,
75308260M,,
75308410M,,
75308420M,,
75308430M,,
75308450M,,
75308450M-Master,simmons-beautyrest,
75308460M,,
